"xGene"	"ma_vitro"	"hm_vitro"	"ma_vivo"	"hm_vivo"	"group"
"Mm Ets1"	0	0	0	1	"vivo_only"
"Mm F3"	0	0	0	1	"vivo_only"
"Mm Fam187a"	0	0	0	1	"vivo_only"
"Mm Fam210b"	0	0	0	1	"vivo_only"
"Mm Fam211a"	0	0	0	1	"vivo_only"
"Mm Fbxl22"	0	0	0	1	"vivo_only"
"Mm Fitm1"	0	0	0	1	"vivo_only"
"Mm Fkbp14"	0	0	0	1	"vivo_only"
"Mm Fkbp1a"	0	0	0	1	"vivo_only"
"Mm Flcn"	0	0	0	1	"vivo_only"
"Mm Flii"	0	0	0	1	"vivo_only"
"Mm Fnip1"	0	0	0	1	"vivo_only"
"Mm Fshb"	0	0	0	1	"vivo_only"
"Mm Fut8"	0	0	0	1	"vivo_only"
"Mm Gcsam"	0	0	0	1	"vivo_only"
"Mm Glg1"	0	0	0	1	"vivo_only"
"Mm Gm4559"	0	0	0	1	"vivo_only"
"Mm Gm4975"	0	0	0	1	"vivo_only"
"Mm Gpm6b"	0	0	0	1	"vivo_only"
"Mm Gpr180"	0	0	0	1	"vivo_only"
"Mm Gps1"	0	0	0	1	"vivo_only"
"Mm Grm4"	0	0	0	1	"vivo_only"
"Mm Gsr"	0	0	0	1	"vivo_only"
"Mm Gsta4"	0	0	0	1	"vivo_only"
"Mm Gtf3c3"	0	0	0	1	"vivo_only"
"Mm Has3"	0	0	0	1	"vivo_only"
"Mm Hist2h2ab"	0	0	0	1	"vivo_only"
"Mm Hoxc8"	0	0	0	1	"vivo_only"
"Mm Hrnr"	0	0	0	1	"vivo_only"
"Mm Hspa1l"	0	0	0	1	"vivo_only"
"Mm Hspa4"	0	0	0	1	"vivo_only"
"Mm Hyls1"	0	0	0	1	"vivo_only"
"Mm Idh2"	0	0	0	1	"vivo_only"
"Mm Iffo1"	0	0	0	1	"vivo_only"
"Mm Ilf2"	0	0	0	1	"vivo_only"
"Mm Insig1"	0	0	0	1	"vivo_only"
"Mm Ipo4"	0	0	0	1	"vivo_only"
"Mm Ipo7"	0	0	0	1	"vivo_only"
"Mm Ippk"	0	0	0	1	"vivo_only"
"Mm Irf7"	0	0	0	1	"vivo_only"
"Mm Irx6"	0	0	0	1	"vivo_only"
"Mm Isca1"	0	0	0	1	"vivo_only"
"Mm Itga4"	0	0	0	1	"vivo_only"
"Mm Kcnj1"	0	0	0	1	"vivo_only"
"Mm Kmt2c"	0	0	0	1	"vivo_only"
"Mm Lamtor1"	0	0	0	1	"vivo_only"
"Mm Lgals8"	0	0	0	1	"vivo_only"
"Mm Lrch4"	0	0	0	1	"vivo_only"
"Mm Lrp8"	0	0	0	1	"vivo_only"
"Mm Lrrc16b"	0	0	0	1	"vivo_only"
"Mm Lysmd4"	0	0	0	1	"vivo_only"
"Mm Lzts1"	0	0	0	1	"vivo_only"
"Mm Maff"	0	0	0	1	"vivo_only"
"Mm Mapk8ip3"	0	0	0	1	"vivo_only"
"Mm Max"	0	0	0	1	"vivo_only"
"Mm Mbd4"	0	0	0	1	"vivo_only"
"Mm Mdh2"	0	0	0	1	"vivo_only"
"Mm Med25"	0	0	0	1	"vivo_only"
"Mm Mef2d"	0	0	0	1	"vivo_only"
"Mm Megf11"	0	0	0	1	"vivo_only"
"Mm Megf8"	0	0	0	1	"vivo_only"
"Mm Meis2"	0	0	0	1	"vivo_only"
"Mm Mettl7a1"	0	0	0	1	"vivo_only"
"Mm Mia2"	0	0	0	1	"vivo_only"
"Mm Mif"	0	0	0	1	"vivo_only"
"Mm Mrps17"	0	0	0	1	"vivo_only"
"Mm Myo9b"	0	0	0	1	"vivo_only"
"Mm Nbas"	0	0	0	1	"vivo_only"
"Mm Nckap1l"	0	0	0	1	"vivo_only"
"Mm Ndufv3"	0	0	0	1	"vivo_only"
"Mm Nfkbil1"	0	0	0	1	"vivo_only"
"Mm Nkd1"	0	0	0	1	"vivo_only"
"Mm Nlrp4b"	0	0	0	1	"vivo_only"
"Mm Nob1"	0	0	0	1	"vivo_only"
"Mm Nrtn"	0	0	0	1	"vivo_only"
"Mm Ntrk1"	0	0	0	1	"vivo_only"
"Mm Odf2"	0	0	0	1	"vivo_only"
"Mm Olfr1026"	0	0	0	1	"vivo_only"
"Mm Olfr201"	0	0	0	1	"vivo_only"
"Mm Olfr368"	0	0	0	1	"vivo_only"
"Mm Olfr790"	0	0	0	1	"vivo_only"
"Mm Olfr837"	0	0	0	1	"vivo_only"
"Mm Pde11a"	0	0	0	1	"vivo_only"
"Mm Pex5l"	0	0	0	1	"vivo_only"
"Mm Pip5k1a"	0	0	0	1	"vivo_only"
"Mm Plac8"	0	0	0	1	"vivo_only"
"Mm Plcd4"	0	0	0	1	"vivo_only"
"Mm Plcl2"	0	0	0	1	"vivo_only"
"Mm Plk2"	0	0	0	1	"vivo_only"
"Mm Pot1b"	0	0	0	1	"vivo_only"
"Mm Ppapdc2"	0	0	0	1	"vivo_only"
"Mm Prr23a"	0	0	0	1	"vivo_only"
"Mm Ptgfr"	0	0	0	1	"vivo_only"
"Mm Ptgis"	0	0	0	1	"vivo_only"
"Mm Ptgr1"	0	0	0	1	"vivo_only"
"Mm Ptms"	0	0	0	1	"vivo_only"
"Mm Rb1cc1"	0	0	0	1	"vivo_only"
"Mm Rbbp9"	0	0	0	1	"vivo_only"
"Mm Rbm7"	0	0	0	1	"vivo_only"
"Mm Rnf19b"	0	0	0	1	"vivo_only"
"Mm Rpl22"	0	0	0	1	"vivo_only"
"Mm Rraga"	0	0	0	1	"vivo_only"
"Mm Rufy4"	0	0	0	1	"vivo_only"
"Mm Rybp"	0	0	0	1	"vivo_only"
"Mm Sarm1"	0	0	0	1	"vivo_only"
"Mm Scgb2b19"	0	0	0	1	"vivo_only"
"Mm Sec22a"	0	0	0	1	"vivo_only"
"Mm Sez6l2"	0	0	0	1	"vivo_only"
"Mm Sfxn2"	0	0	0	1	"vivo_only"
"Mm Shisa4"	0	0	0	1	"vivo_only"
"Mm Skil"	0	0	0	1	"vivo_only"
"Mm Slc35a1"	0	0	0	1	"vivo_only"
"Mm Slc5a9"	0	0	0	1	"vivo_only"
"Mm Slc6a8"	0	0	0	1	"vivo_only"
"Mm Sparc"	0	0	0	1	"vivo_only"
"Mm Spata33"	0	0	0	1	"vivo_only"
"Mm Spats2"	0	0	0	1	"vivo_only"
"Mm Speer3"	0	0	0	1	"vivo_only"
"Mm Spesp1"	0	0	0	1	"vivo_only"
"Mm Stt3a"	0	0	0	1	"vivo_only"
"Mm Stt3b"	0	0	0	1	"vivo_only"
"Mm Tac1"	0	0	0	1	"vivo_only"
"Mm Tap2"	0	0	0	1	"vivo_only"
"Mm Tbc1d14"	0	0	0	1	"vivo_only"
"Mm Tbc1d25"	0	0	0	1	"vivo_only"
"Mm Ten1"	0	0	0	1	"vivo_only"
"Mm Tfap2b"	0	0	0	1	"vivo_only"
"Mm Tfap4"	0	0	0	1	"vivo_only"
"Mm Thap1"	0	0	0	1	"vivo_only"
"Mm Tm2d2"	0	0	0	1	"vivo_only"
"Mm Tmem240"	0	0	0	1	"vivo_only"
"Mm Tnip2"	0	0	0	1	"vivo_only"
"Mm Trmt12"	0	0	0	1	"vivo_only"
"Mm Ttbk1"	0	0	0	1	"vivo_only"
"Mm Tubd1"	0	0	0	1	"vivo_only"
"Mm Tube1"	0	0	0	1	"vivo_only"
"Mm Usf2"	0	0	0	1	"vivo_only"
"Mm Vmn1r183"	0	0	0	1	"vivo_only"
"Mm Vmn1r59"	0	0	0	1	"vivo_only"
"Mm Vmn2r76"	0	0	0	1	"vivo_only"
"Mm Vmn2r98"	0	0	0	1	"vivo_only"
"Mm Vmn2r99"	0	0	0	1	"vivo_only"
"Mm Vwa5b2"	0	0	0	1	"vivo_only"
"Mm Wdr92"	0	0	0	1	"vivo_only"
"Mm Wnt4"	0	0	0	1	"vivo_only"
"Mm Wnt5b"	0	0	0	1	"vivo_only"
"Mm Xkr4"	0	0	0	1	"vivo_only"
"Mm Yap1"	0	0	0	1	"vivo_only"
"Mm Zc2hc1a"	0	0	0	1	"vivo_only"
"Mm Zcchc13"	0	0	0	1	"vivo_only"
"Mm Zfand6"	0	0	0	1	"vivo_only"
"Mm Zfp28"	0	0	0	1	"vivo_only"
"Mm Zfp459"	0	0	0	1	"vivo_only"
"Mm Zfp622"	0	0	0	1	"vivo_only"
"Mm Zfp768"	0	0	0	1	"vivo_only"
"Mm Zfp819"	0	0	0	1	"vivo_only"
"Mm mmu-mir-375"	0	0	0	1	"vivo_only"
"Mm mmu-mir-6900"	0	0	0	1	"vivo_only"
"Mm mmu-mir-1231"	0	0	0	1	"vivo_only"
"Mm mmu-mir-7662"	0	0	0	1	"vivo_only"
"Mm mmu-mir-6924"	0	0	0	1	"vivo_only"
"Mm mmu-mir-423"	0	0	0	1	"vivo_only"
"Mm mmu-mir-376b"	0	0	0	1	"vivo_only"
"Mm mmu-mir-8097"	0	0	0	1	"vivo_only"
"Mm mmu-mir-7665"	0	0	0	1	"vivo_only"
"Mm mmu-mir-7657"	0	0	0	1	"vivo_only"
"Mm mmu-mir-7035"	0	0	0	1	"vivo_only"
"Mm mmu-mir-1668"	0	0	0	1	"vivo_only"
"Mm mmu-mir-7650"	0	0	0	1	"vivo_only"
"Mm mmu-mir-3473a"	0	0	0	1	"vivo_only"
